State,Region,Sector,Energy_Source,Month,Year,Total_Consumption_GWh,Renewable,Import_Export,Quantity_GWh
Karnataka,North,Residential,Biomass,10,2023,482,No,Export,263
West Bengal,West,Industrial,Nuclear,2,2023,3867,No,Export,517
Tamil Nadu,North,Transport,Coal,6,2024,4967,No,Export,683
Rajasthan,Central,Commercial,Nuclear,6,2024,1120,No,Export,30
Uttar Pradesh,North,Agriculture,Wind,9,2023,4650,No,Export,815
Uttar Pradesh,West,Commercial,Biomass,9,2024,164,No,Export,84
Tamil Nadu,East,Commercial,Oil,5,2024,1489,No,Import,728
Madhya Pradesh,South,Agriculture,Nuclear,5,2024,1840,Yes,Export,469
West Bengal,North,Industrial,Coal,9,2023,1044,Yes,Export,993
Maharashtra,South,Agriculture,Nuclear,8,2023,4368,No,Import,187
Maharashtra,Central,Industrial,Solar,7,2023,4781,Yes,Export,391
Rajasthan,East,Commercial,Hydro,8,2023,4817,No,Import,46
Madhya Pradesh,East,Industrial,Solar,6,2024,1007,No,Import,980
Gujarat,North,Transport,Oil,3,2023,145,No,Export,129
Gujarat,East,Agriculture,Natural Gas,7,2023,2204,Yes,Export,924
Karnataka,North,Transport,Hydro,8,2023,681,No,Import,639
West Bengal,North,Commercial,Natural Gas,8,2024,3734,Yes,Import,10
West Bengal,South,Agriculture,Nuclear,1,2024,1751,No,Import,730
Uttar Pradesh,East,Commercial,Wind,7,2024,747,No,Import,945
Andhra Pradesh,North,Transport,Oil,3,2024,81,Yes,Export,320
Rajasthan,South,Commercial,Nuclear,2,2024,4924,No,Import,217
Maharashtra,West,Agriculture,Coal,2,2023,598,Yes,Import,163
Rajasthan,South,Agriculture,Nuclear,8,2024,2298,No,Import,771
Gujarat,South,Commercial,Hydro,9,2024,1943,Yes,Export,692
Gujarat,North,Agriculture,Solar,3,2023,2884,Yes,Import,324
Tamil Nadu,Central,Agriculture,Wind,3,2023,1753,Yes,Import,316
Karnataka,Central,Commercial,Natural Gas,6,2023,1206,Yes,Export,513
West Bengal,Central,Transport,Nuclear,11,2024,393,No,Export,628
Delhi,South,Agriculture,Nuclear,10,2023,4122,No,Import,664
Rajasthan,North,Agriculture,Solar,1,2024,3512,No,Import,529
Gujarat,East,Agriculture,Wind,6,2023,2298,Yes,Import,615
Andhra Pradesh,South,Agriculture,Biomass,12,2024,994,No,Export,919
Uttar Pradesh,South,Commercial,Natural Gas,3,2024,3930,No,Export,106
Maharashtra,North,Transport,Nuclear,11,2024,2100,No,Import,499
Karnataka,West,Transport,Nuclear,4,2024,3335,No,Import,16
Andhra Pradesh,South,Industrial,Biomass,9,2023,2905,No,Import,795
Karnataka,West,Agriculture,Natural Gas,3,2023,1380,Yes,Export,21
Tamil Nadu,West,Agriculture,Hydro,1,2024,2053,No,Import,523
Delhi,Central,Industrial,Hydro,3,2023,3665,No,Import,955
Gujarat,North,Transport,Oil,7,2024,1837,No,Export,358
Uttar Pradesh,West,Residential,Oil,7,2023,2296,Yes,Import,926
Andhra Pradesh,North,Residential,Coal,11,2023,3722,Yes,Export,16
Karnataka,Central,Transport,Solar,5,2024,2205,Yes,Export,509
West Bengal,North,Agriculture,Wind,1,2024,3529,Yes,Import,484
Tamil Nadu,South,Residential,Nuclear,11,2023,3070,Yes,Export,533
West Bengal,West,Commercial,Natural Gas,8,2024,101,No,Export,861
Uttar Pradesh,North,Commercial,Nuclear,10,2023,2209,No,Import,66
Andhra Pradesh,East,Industrial,Oil,8,2023,4440,No,Export,599
Tamil Nadu,North,Transport,Coal,10,2023,3701,Yes,Export,595
Andhra Pradesh,West,Transport,Natural Gas,12,2024,3965,No,Import,242
Gujarat,Central,Residential,Natural Gas,10,2024,2162,Yes,Import,800
Madhya Pradesh,Central,Agriculture,Nuclear,10,2023,2671,No,Import,39
Tamil Nadu,West,Transport,Solar,2,2024,4610,No,Import,376
West Bengal,South,Residential,Coal,10,2024,4779,No,Import,835
Uttar Pradesh,South,Residential,Solar,3,2023,1404,No,Export,616
Delhi,Central,Transport,Coal,4,2024,3804,No,Export,829
Gujarat,Central,Residential,Nuclear,1,2024,259,Yes,Export,65
Madhya Pradesh,West,Industrial,Coal,4,2023,287,Yes,Export,19
Delhi,South,Industrial,Hydro,5,2024,385,Yes,Export,924
Maharashtra,Central,Transport,Natural Gas,3,2023,3888,Yes,Import,156
Gujarat,South,Agriculture,Wind,11,2024,1626,No,Import,373
Uttar Pradesh,Central,Industrial,Nuclear,10,2024,549,Yes,Import,608
Karnataka,North,Industrial,Biomass,2,2023,1614,No,Import,262
Tamil Nadu,East,Transport,Wind,6,2023,840,Yes,Export,708
Andhra Pradesh,North,Commercial,Nuclear,8,2024,3590,No,Import,949
Uttar Pradesh,Central,Residential,Wind,7,2023,3172,No,Import,754
Tamil Nadu,East,Industrial,Hydro,11,2023,1185,Yes,Export,262
Delhi,East,Commercial,Wind,1,2024,3994,No,Export,452
Andhra Pradesh,Central,Agriculture,Coal,4,2023,2398,No,Import,745
Rajasthan,Central,Commercial,Oil,3,2024,4374,Yes,Export,349
West Bengal,South,Transport,Wind,6,2024,199,No,Export,525
Maharashtra,Central,Agriculture,Nuclear,9,2023,3256,Yes,Import,362
Gujarat,West,Agriculture,Biomass,9,2024,3578,No,Export,633
Uttar Pradesh,Central,Commercial,Biomass,7,2023,1674,No,Import,714
Maharashtra,West,Transport,Oil,12,2024,2624,No,Export,662
Karnataka,Central,Industrial,Solar,9,2023,4478,No,Export,332
Tamil Nadu,South,Commercial,Oil,8,2023,4319,Yes,Export,149
Tamil Nadu,West,Industrial,Natural Gas,5,2024,3334,No,Export,870
Uttar Pradesh,North,Commercial,Wind,9,2023,2158,No,Import,960
Madhya Pradesh,West,Industrial,Biomass,7,2023,3997,No,Export,454
Madhya Pradesh,South,Commercial,Oil,5,2023,4964,No,Import,104
Rajasthan,West,Agriculture,Wind,8,2024,2313,No,Import,562
West Bengal,Central,Residential,Natural Gas,7,2024,1662,No,Export,429
Andhra Pradesh,Central,Agriculture,Biomass,9,2023,3865,Yes,Export,523
Karnataka,South,Industrial,Natural Gas,10,2023,4769,No,Import,799
Maharashtra,East,Transport,Wind,1,2024,627,Yes,Export,159
Madhya Pradesh,Central,Agriculture,Nuclear,9,2024,472,No,Export,562
Rajasthan,North,Residential,Wind,7,2024,2813,No,Import,360
Rajasthan,South,Industrial,Oil,1,2023,1279,No,Export,125
Uttar Pradesh,West,Agriculture,Natural Gas,1,2024,3226,Yes,Import,641
Karnataka,West,Commercial,Nuclear,5,2023,803,No,Export,246
Delhi,North,Transport,Nuclear,8,2024,4892,No,Export,279
Andhra Pradesh,Central,Industrial,Solar,9,2023,737,No,Export,870
West Bengal,South,Agriculture,Biomass,12,2024,772,Yes,Export,300
Gujarat,North,Industrial,Coal,6,2023,796,No,Export,443
Uttar Pradesh,Central,Commercial,Nuclear,12,2024,4387,Yes,Export,18
Andhra Pradesh,South,Residential,Natural Gas,10,2024,2762,No,Import,760
Gujarat,West,Agriculture,Biomass,12,2023,757,Yes,Import,639
Gujarat,South,Industrial,Hydro,8,2024,484,Yes,Export,873
Karnataka,East,Industrial,Wind,6,2024,4926,Yes,Export,836
Karnataka,South,Industrial,Oil,11,2024,533,Yes,Import,833
Maharashtra,East,Residential,Natural Gas,6,2024,3568,Yes,Import,484
Rajasthan,South,Industrial,Hydro,4,2023,1583,No,Import,531
Andhra Pradesh,East,Transport,Natural Gas,11,2023,219,No,Export,546
Uttar Pradesh,West,Transport,Wind,5,2024,1070,Yes,Export,694
Tamil Nadu,Central,Industrial,Solar,2,2023,897,No,Export,746
Uttar Pradesh,East,Transport,Natural Gas,3,2023,745,No,Import,20
Maharashtra,East,Agriculture,Nuclear,3,2023,3396,No,Import,622
West Bengal,West,Transport,Coal,12,2023,4063,Yes,Export,786
Rajasthan,East,Industrial,Nuclear,11,2023,81,Yes,Import,912
Tamil Nadu,North,Commercial,Wind,5,2024,226,No,Export,336
Madhya Pradesh,West,Agriculture,Natural Gas,5,2023,3014,Yes,Export,939
West Bengal,North,Residential,Coal,6,2024,2162,Yes,Import,604
Karnataka,West,Industrial,Nuclear,5,2023,3936,Yes,Export,285
Gujarat,East,Residential,Coal,12,2024,1552,Yes,Import,379
Madhya Pradesh,North,Commercial,Oil,6,2024,2365,No,Import,499
Uttar Pradesh,East,Residential,Wind,8,2024,2694,Yes,Export,354
Uttar Pradesh,West,Industrial,Solar,2,2023,115,No,Export,782
Karnataka,East,Industrial,Solar,4,2023,4278,No,Import,377
Maharashtra,North,Commercial,Natural Gas,6,2024,1978,No,Export,742
Andhra Pradesh,North,Industrial,Nuclear,12,2024,634,Yes,Import,320
Madhya Pradesh,East,Commercial,Hydro,5,2023,1798,Yes,Export,740
Madhya Pradesh,South,Commercial,Wind,1,2023,2254,No,Import,610
Delhi,West,Industrial,Nuclear,9,2024,3680,No,Import,494
West Bengal,West,Transport,Nuclear,3,2023,1942,No,Export,24
Rajasthan,East,Commercial,Solar,2,2023,2479,No,Export,767
West Bengal,South,Industrial,Natural Gas,9,2023,3143,No,Import,697
Andhra Pradesh,North,Transport,Coal,7,2023,1023,No,Import,13
Uttar Pradesh,Central,Commercial,Wind,5,2023,4074,No,Import,855
Uttar Pradesh,Central,Transport,Oil,12,2023,2692,No,Import,385
Uttar Pradesh,East,Agriculture,Coal,6,2024,1492,Yes,Export,378
Delhi,South,Agriculture,Biomass,12,2024,4379,Yes,Export,474
Uttar Pradesh,South,Transport,Biomass,11,2024,1527,Yes,Export,542
Andhra Pradesh,West,Commercial,Wind,4,2024,820,Yes,Import,729
Karnataka,North,Industrial,Natural Gas,1,2024,355,No,Export,995
Rajasthan,South,Residential,Hydro,4,2024,51,Yes,Import,146
Andhra Pradesh,Central,Industrial,Biomass,9,2023,320,No,Import,843
Rajasthan,North,Residential,Solar,1,2023,4566,No,Export,372
Andhra Pradesh,North,Residential,Hydro,10,2024,3264,Yes,Export,984
Uttar Pradesh,East,Commercial,Nuclear,3,2024,913,No,Import,940
Karnataka,South,Transport,Biomass,5,2024,2789,Yes,Import,225
Madhya Pradesh,East,Industrial,Solar,7,2023,2964,Yes,Export,377
West Bengal,South,Transport,Nuclear,9,2023,156,No,Import,126
Gujarat,West,Agriculture,Hydro,6,2023,3218,No,Export,188
Karnataka,East,Commercial,Wind,3,2023,4694,Yes,Export,255
Madhya Pradesh,East,Commercial,Nuclear,7,2024,2649,Yes,Import,137
Maharashtra,Central,Agriculture,Coal,4,2024,2285,Yes,Import,367
Andhra Pradesh,East,Industrial,Wind,3,2024,2849,Yes,Import,87
Maharashtra,South,Agriculture,Wind,7,2024,1561,Yes,Import,750
Madhya Pradesh,Central,Industrial,Hydro,11,2023,68,No,Import,302
Karnataka,East,Residential,Hydro,11,2023,908,Yes,Export,783
Andhra Pradesh,East,Commercial,Solar,7,2024,1466,No,Export,91
Gujarat,West,Industrial,Solar,4,2023,3082,No,Export,351
Uttar Pradesh,East,Transport,Coal,12,2023,4555,No,Export,347
Andhra Pradesh,North,Transport,Wind,7,2023,1476,Yes,Import,828
Andhra Pradesh,Central,Commercial,Oil,11,2023,2581,No,Export,587
Karnataka,North,Agriculture,Natural Gas,2,2024,4769,Yes,Import,105
Karnataka,Central,Agriculture,Coal,1,2023,4801,No,Import,154
Madhya Pradesh,West,Industrial,Coal,12,2024,4913,Yes,Import,586
Tamil Nadu,East,Agriculture,Natural Gas,2,2023,4088,No,Import,530
Andhra Pradesh,East,Commercial,Natural Gas,4,2023,4163,Yes,Import,406
West Bengal,East,Industrial,Natural Gas,8,2024,2281,Yes,Export,366
Andhra Pradesh,Central,Residential,Hydro,3,2024,2502,Yes,Import,195
Madhya Pradesh,East,Agriculture,Coal,10,2023,2896,Yes,Import,679
Rajasthan,North,Agriculture,Coal,6,2023,3252,No,Export,552
Maharashtra,East,Industrial,Nuclear,6,2024,1866,No,Export,160
Uttar Pradesh,West,Transport,Natural Gas,9,2023,1830,Yes,Export,328
Tamil Nadu,North,Agriculture,Natural Gas,9,2023,4153,No,Import,763
Gujarat,East,Commercial,Solar,4,2024,754,No,Import,677
Gujarat,East,Agriculture,Solar,9,2023,1391,No,Import,68
Gujarat,South,Residential,Wind,6,2023,3512,Yes,Import,19
Karnataka,Central,Agriculture,Solar,2,2023,3640,No,Export,866
Gujarat,North,Transport,Biomass,10,2023,1209,Yes,Export,133
Uttar Pradesh,South,Agriculture,Wind,11,2023,4676,No,Export,365
Maharashtra,West,Industrial,Oil,6,2024,3772,No,Export,355
Gujarat,Central,Agriculture,Natural Gas,2,2023,3488,No,Export,803
Andhra Pradesh,North,Transport,Nuclear,8,2024,3610,No,Export,246
Andhra Pradesh,East,Industrial,Solar,4,2024,3132,No,Import,342
Karnataka,North,Commercial,Nuclear,5,2023,1765,Yes,Import,26
Uttar Pradesh,East,Industrial,Solar,8,2024,2293,No,Export,433
Maharashtra,Central,Residential,Solar,11,2023,1810,Yes,Export,333
Tamil Nadu,East,Industrial,Nuclear,8,2024,4057,Yes,Export,32
Madhya Pradesh,West,Commercial,Coal,12,2024,1846,No,Export,940
Maharashtra,East,Agriculture,Coal,12,2024,2725,No,Import,468
Madhya Pradesh,West,Industrial,Coal,6,2023,3286,No,Import,469
Rajasthan,Central,Industrial,Biomass,4,2024,93,No,Import,530
Madhya Pradesh,Central,Industrial,Coal,1,2024,538,No,Export,728
West Bengal,North,Industrial,Solar,12,2024,4326,Yes,Export,566
Andhra Pradesh,West,Commercial,Natural Gas,7,2023,3198,Yes,Export,430
Uttar Pradesh,West,Transport,Hydro,8,2023,4773,No,Import,974
Delhi,South,Transport,Nuclear,9,2024,1006,Yes,Import,412
Karnataka,South,Industrial,Natural Gas,2,2024,2164,No,Import,340
West Bengal,South,Commercial,Hydro,1,2024,1165,No,Export,466
Madhya Pradesh,East,Commercial,Natural Gas,4,2024,1831,No,Import,492
Gujarat,South,Industrial,Biomass,5,2023,2876,No,Import,507
Uttar Pradesh,West,Residential,Hydro,10,2023,700,Yes,Export,36
West Bengal,East,Industrial,Oil,12,2023,1926,No,Import,406
Karnataka,Central,Residential,Wind,1,2024,390,Yes,Export,962
Andhra Pradesh,North,Industrial,Coal,5,2023,3000,No,Export,197
Uttar Pradesh,South,Residential,Oil,6,2024,3425,Yes,Export,149
Karnataka,Central,Residential,Biomass,3,2024,2495,No,Import,530
Rajasthan,West,Industrial,Natural Gas,12,2024,2800,No,Import,755
Rajasthan,North,Residential,Solar,7,2023,2194,No,Export,101
Karnataka,Central,Agriculture,Coal,6,2024,1404,No,Import,86
West Bengal,North,Transport,Oil,4,2023,3326,No,Export,861
Uttar Pradesh,South,Commercial,Coal,3,2024,498,No,Import,253
West Bengal,West,Residential,Hydro,5,2023,4222,No,Export,854
Tamil Nadu,North,Residential,Wind,3,2024,4694,No,Export,676
Madhya Pradesh,Central,Commercial,Coal,10,2023,847,No,Import,739
Tamil Nadu,South,Residential,Natural Gas,9,2024,3546,No,Export,968
Rajasthan,South,Commercial,Natural Gas,9,2023,4960,No,Export,998
Andhra Pradesh,Central,Industrial,Nuclear,6,2024,2232,Yes,Export,806
Maharashtra,Central,Agriculture,Nuclear,11,2024,3376,No,Export,671
Madhya Pradesh,North,Agriculture,Coal,6,2024,695,No,Export,850
Rajasthan,East,Transport,Hydro,12,2023,769,No,Import,97
West Bengal,South,Residential,Hydro,4,2024,1572,No,Import,627
West Bengal,North,Transport,Solar,4,2024,1119,No,Export,924
West Bengal,Central,Industrial,Biomass,2,2024,4793,No,Import,303
Andhra Pradesh,North,Agriculture,Biomass,10,2023,4937,Yes,Export,104
Tamil Nadu,Central,Industrial,Oil,4,2024,4724,No,Export,262
Maharashtra,West,Industrial,Biomass,8,2024,3125,No,Export,560
West Bengal,Central,Residential,Wind,10,2023,3857,No,Export,408
Delhi,Central,Industrial,Hydro,2,2024,3411,No,Export,776
Madhya Pradesh,Central,Agriculture,Solar,9,2023,2206,Yes,Import,63
Uttar Pradesh,East,Transport,Nuclear,1,2024,4605,No,Import,937
Delhi,Central,Agriculture,Natural Gas,2,2023,2363,No,Import,252
Maharashtra,South,Residential,Biomass,2,2023,3555,Yes,Import,119
Andhra Pradesh,South,Agriculture,Nuclear,11,2023,4189,No,Import,775
Maharashtra,North,Commercial,Nuclear,6,2024,682,No,Import,633
Uttar Pradesh,East,Transport,Coal,7,2024,2249,No,Export,695
Madhya Pradesh,North,Commercial,Wind,3,2023,3113,No,Import,710
Uttar Pradesh,South,Commercial,Solar,11,2024,2960,No,Export,230
Karnataka,South,Residential,Wind,9,2024,672,No,Export,770
Madhya Pradesh,West,Industrial,Coal,5,2023,410,No,Import,573
Maharashtra,Central,Commercial,Solar,5,2023,2417,No,Import,171
West Bengal,South,Agriculture,Solar,11,2023,259,No,Export,978
Maharashtra,North,Industrial,Hydro,12,2023,3517,No,Export,44
Maharashtra,North,Agriculture,Wind,4,2024,980,No,Export,975
Madhya Pradesh,Central,Agriculture,Wind,9,2024,4634,Yes,Export,46
Karnataka,Central,Industrial,Hydro,8,2024,3993,Yes,Export,855
Maharashtra,West,Industrial,Oil,12,2024,4746,No,Import,838
Delhi,East,Agriculture,Nuclear,4,2024,4919,No,Import,632
Rajasthan,North,Residential,Coal,4,2024,927,Yes,Export,379
Gujarat,Central,Transport,Wind,2,2023,4845,Yes,Export,186
Gujarat,North,Transport,Hydro,9,2024,2549,Yes,Export,530
Maharashtra,Central,Residential,Natural Gas,3,2024,2573,No,Export,284
Delhi,South,Industrial,Oil,4,2024,4401,No,Export,992
West Bengal,North,Agriculture,Solar,7,2023,441,No,Export,642
Andhra Pradesh,South,Transport,Biomass,10,2023,3952,No,Export,114
Andhra Pradesh,North,Agriculture,Natural Gas,8,2024,2371,No,Export,165
Madhya Pradesh,East,Residential,Hydro,8,2023,4990,Yes,Import,345
Gujarat,West,Agriculture,Biomass,4,2023,4031,No,Export,35
Maharashtra,South,Residential,Nuclear,7,2024,188,No,Export,943
Andhra Pradesh,Central,Industrial,Coal,10,2024,152,No,Import,305
Maharashtra,East,Residential,Biomass,1,2024,533,No,Export,546
Madhya Pradesh,North,Residential,Oil,6,2023,4369,No,Export,364
Gujarat,South,Transport,Nuclear,6,2023,4123,No,Export,895
Uttar Pradesh,North,Agriculture,Biomass,6,2024,1898,No,Export,78
Rajasthan,North,Transport,Solar,12,2023,1934,No,Import,336
Rajasthan,North,Commercial,Solar,2,2023,3255,No,Export,160
Andhra Pradesh,West,Residential,Oil,8,2023,2211,Yes,Export,866
Rajasthan,West,Commercial,Solar,5,2024,1514,No,Export,586
Uttar Pradesh,Central,Transport,Solar,5,2024,693,No,Import,671
Maharashtra,South,Agriculture,Hydro,2,2024,3486,Yes,Export,329
Madhya Pradesh,East,Transport,Solar,4,2024,4603,Yes,Export,766
Uttar Pradesh,East,Agriculture,Natural Gas,12,2024,660,Yes,Import,461
Madhya Pradesh,East,Agriculture,Solar,9,2023,4352,No,Import,579
Madhya Pradesh,North,Industrial,Natural Gas,9,2023,1593,No,Import,677
Gujarat,West,Residential,Hydro,6,2023,3589,Yes,Import,121
Maharashtra,South,Transport,Solar,11,2023,1516,Yes,Export,644
Delhi,North,Agriculture,Oil,9,2023,966,No,Import,471
Rajasthan,West,Transport,Nuclear,4,2023,1231,Yes,Import,874
Delhi,West,Transport,Oil,11,2024,2196,Yes,Import,973
Gujarat,South,Agriculture,Nuclear,1,2024,2322,No,Export,371
Madhya Pradesh,South,Commercial,Wind,2,2023,901,No,Import,212
Andhra Pradesh,South,Residential,Nuclear,1,2024,4586,Yes,Export,496
Rajasthan,North,Residential,Coal,8,2023,769,No,Export,489
Rajasthan,Central,Industrial,Coal,9,2023,4730,Yes,Import,13
Maharashtra,South,Industrial,Coal,10,2024,2064,No,Export,138
Karnataka,Central,Industrial,Hydro,12,2024,3522,Yes,Import,35
Tamil Nadu,North,Residential,Oil,6,2023,3692,Yes,Import,810
Tamil Nadu,Central,Commercial,Nuclear,2,2024,3920,No,Export,986
Tamil Nadu,East,Residential,Oil,6,2023,113,No,Export,36
Karnataka,Central,Residential,Natural Gas,9,2023,4913,Yes,Export,51
Maharashtra,South,Residential,Coal,12,2023,609,Yes,Export,974
Karnataka,North,Residential,Wind,3,2023,1783,No,Import,592
Tamil Nadu,South,Commercial,Hydro,9,2023,719,No,Export,73
Gujarat,East,Industrial,Wind,2,2024,3944,Yes,Export,34
Uttar Pradesh,South,Transport,Nuclear,11,2023,1592,No,Export,81
Madhya Pradesh,South,Industrial,Solar,5,2024,1321,Yes,Export,491
Karnataka,South,Industrial,Wind,11,2023,2465,No,Import,882
Maharashtra,West,Transport,Solar,2,2024,2841,Yes,Import,909
Maharashtra,East,Residential,Hydro,7,2023,4763,Yes,Export,277
Delhi,South,Commercial,Wind,11,2024,3104,Yes,Export,835
Uttar Pradesh,South,Commercial,Wind,10,2023,2508,No,Import,104
Andhra Pradesh,South,Industrial,Biomass,9,2023,3115,No,Import,404
Rajasthan,North,Transport,Hydro,7,2024,1213,No,Import,878
Tamil Nadu,West,Agriculture,Hydro,12,2024,4609,Yes,Import,373
Andhra Pradesh,North,Residential,Coal,5,2024,2799,Yes,Export,324
Delhi,West,Industrial,Nuclear,4,2024,1998,No,Export,126
Tamil Nadu,South,Commercial,Wind,12,2024,109,Yes,Import,173
Uttar Pradesh,East,Transport,Oil,4,2024,3152,No,Import,886
Delhi,Central,Transport,Wind,10,2023,382,Yes,Export,799
Tamil Nadu,Central,Industrial,Natural Gas,8,2023,4221,No,Export,586
Uttar Pradesh,South,Agriculture,Hydro,10,2023,239,No,Import,315
West Bengal,North,Commercial,Oil,10,2024,3610,No,Export,781
Andhra Pradesh,East,Industrial,Hydro,10,2024,345,Yes,Import,749
Andhra Pradesh,West,Agriculture,Nuclear,10,2024,2598,Yes,Export,209
Rajasthan,South,Transport,Hydro,10,2023,226,No,Export,994
Uttar Pradesh,East,Residential,Solar,1,2024,849,No,Import,741
Karnataka,East,Commercial,Solar,5,2023,855,No,Export,189
West Bengal,West,Commercial,Biomass,2,2024,1792,No,Import,367
Gujarat,East,Agriculture,Solar,11,2024,264,No,Export,749
Tamil Nadu,North,Industrial,Solar,9,2024,1929,No,Import,261
West Bengal,North,Transport,Nuclear,7,2023,2750,No,Import,308
Uttar Pradesh,North,Agriculture,Wind,10,2024,646,No,Import,882
Madhya Pradesh,East,Residential,Solar,8,2023,1767,No,Export,439
Tamil Nadu,North,Residential,Oil,6,2024,1405,No,Import,13
Maharashtra,West,Residential,Biomass,9,2024,4273,No,Import,662
Andhra Pradesh,East,Agriculture,Hydro,6,2024,1342,No,Export,687
Uttar Pradesh,Central,Transport,Solar,7,2024,2648,No,Export,263
Maharashtra,East,Commercial,Biomass,7,2023,3487,No,Import,950
Rajasthan,West,Industrial,Nuclear,9,2024,4764,No,Import,674
Delhi,Central,Commercial,Natural Gas,11,2023,191,Yes,Export,588
Gujarat,East,Transport,Natural Gas,8,2024,3266,Yes,Export,576
Gujarat,North,Commercial,Natural Gas,1,2024,2889,No,Export,105
Maharashtra,South,Agriculture,Hydro,4,2024,4390,No,Import,176
Andhra Pradesh,South,Residential,Biomass,7,2023,3563,Yes,Export,842
Rajasthan,North,Transport,Solar,11,2024,2800,No,Import,340
